station,system,subsystem,schedule_name,total_pm,on_time,late,avg_days_late,compliance_pct
DSW,TELECOM,TELE ROUTER,QUARTERLY,4,2,2,11.5,50.0
DSW,TELECOM,TELE SWITCH,QUARTERLY,4,2,2,11.5,50.0
DW,AFC,AFC SWITCH,QUARTERLY,6,3,3,-19.0,50.0
DW,AFC,AVM,MONTHLY,12,0,12,82.8,0.0
DW,AFC,EC,QUARTERLY,7,1,6,7.0,14.3
DW,AFC,EFO,QUARTERLY,2,2,0,-64.5,100.0
DW,AFC,EMERGENCY SWITCH,MONTHLY,2,0,2,42.0,0.0
DW,AFC,GATE,MONTHLY,112,80,32,15.2,71.4
DW,AFC,SWING BARRIER,MONTHLY,3,1,2,138.0,33.3
DW,AFC,TOM,QUARTERLY,3,3,0,-37.3,100.0
DW,AFC,TVM,BI-WEEKLY,112,63,49,18.3,56.2
DW,AFC,TVM,MONTHLY,84,56,28,13.1,66.7
DW,IT,IT SWITCH,QUARTERLY,8,5,3,-41.8,62.5
DW,TELECOM,CCTV,HALF YEARLY,40,40,0,-43.8,100.0
DW,TELECOM,CCTV,QUARTERLY,146,84,62,-14.5,57.5
DW,TELECOM,CLOCK,QUARTERLY,91,63,28,-44.2,69.2
DW,TELECOM,EARTH PIT,QUARTERLY,3,2,1,-49.7,66.7
DW,TELECOM,EPABX,MONTHLY,10,0,10,65.0,0.0
DW,TELECOM,PAS/PIDS,HALF YEARLY,47,47,0,-180.0,100.0
DW,TELECOM,PAS/PIDS,QUARTERLY,777,551,226,-46.7,70.9
DW,TELECOM,RADIO,MONTHLY,7,2,5,170.6,28.6
DW,TELECOM,SMPS,MONTHLY,16,8,8,29.6,50.0
DW,TELECOM,TELE SWITCH,QUARTERLY,2,0,2,20.0,0.0
DW,TELECOM,TER ROOM,MONTHLY,1,1,0,-30.0,100.0
DW9,AFC,AFC ROUTER,QUARTERLY,1,0,1,24.0,0.0
DW9,AFC,AFC SWITCH,QUARTERLY,6,3,3,93.5,50.0
DW9,AFC,AVM,MONTHLY,31,17,14,3.2,54.8
DW9,AFC,CSM,MONTHLY,2,0,2,12.5,0.0
DW9,AFC,EC,HALF YEARLY,3,0,3,13.0,0.0
DW9,AFC,EC,QUARTERLY,8,2,6,-7.9,25.0
DW9,AFC,EFO,QUARTERLY,4,1,3,23.5,25.0
DW9,AFC,EMERGENCY SWITCH,MONTHLY,7,3,4,6.3,42.9
DW9,AFC,GATE,MONTHLY,72,56,16,-1.1,77.8
DW9,AFC,SC,HALF YEARLY,2,2,0,-65.5,100.0
DW9,AFC,SWING BARRIER,MONTHLY,14,7,7,6.8,50.0
DW9,AFC,TOM,QUARTERLY,10,4,6,0.8,40.0
DW9,AFC,TVM,BI-WEEKLY,33,23,10,1.8,69.7
DW9,AFC,TVM,MONTHLY,17,11,6,0.6,64.7
DW9,TELECOM,CCTV,HALF YEARLY,62,0,62,153.9,0.0
DW9,TELECOM,CCTV,QUARTERLY,363,289,74,-22.4,79.6
DW9,TELECOM,CLOCK,HALF YEARLY,2,1,1,44.5,50.0
DW9,TELECOM,CLOCK,QUARTERLY,70,30,40,-3.2,42.9
DW9,TELECOM,EARTH PIT,QUARTERLY,8,4,4,36.5,50.0
DW9,TELECOM,EPABX,HALF YEARLY,1,1,0,-5.0,100.0
DW9,TELECOM,EPABX,MONTHLY,44,21,23,5.6,47.7
DW9,TELECOM,EPABX,QUARTERLY,11,9,2,-52.4,81.8
DW9,TELECOM,PAS/PIDS,HALF YEARLY,21,5,16,49.3,23.8
DW9,TELECOM,PAS/PIDS,MONTHLY,70,8,62,126.3,11.4
DW9,TELECOM,PAS/PIDS,QUARTERLY,274,84,190,53.7,30.7
DW9,TELECOM,PEST CONTROL,MONTHLY,4,1,3,79.5,25.0
DW9,TELECOM,RADIO,MONTHLY,27,14,13,8.6,51.9
DW9,TELECOM,SDH/MPLS,HALF YEARLY,1,0,1,44.0,0.0
DW9,TELECOM,SDH/MPLS,QUARTERLY,3,2,1,8.0,66.7
DW9,TELECOM,SMPS,HALF YEARLY,4,2,2,24.5,50.0
DW9,TELECOM,SMPS,MONTHLY,35,23,12,-1.3,65.7
DW9,TELECOM,TER ROOM,MONTHLY,1,0,1,10.0,0.0
DWD,TELECOM,CCTV,HALF YEARLY,2,2,0,-1.0,100.0
DWD,TELECOM,CCTV,MONTHLY,945,771,174,-2.6,81.6
DWD,TELECOM,CCTV,QUARTERLY,43,22,21,-1.9,51.2
DWD,TELECOM,CLOCK,HALF YEARLY,2,0,2,18.0,0.0
DWD,TELECOM,CLOCK,QUARTERLY,3,0,3,87.3,0.0
DWD,TELECOM,CVRS,QUARTERLY,6,6,0,-11.5,100.0
DWD,TELECOM,EARTH PIT,QUARTERLY,6,4,2,-45.0,66.7
DWD,TELECOM,FALSE FLOOR,HALF YEARLY,2,1,1,-32.5,50.0
DWD,TELECOM,PAS/PIDS,MONTHLY,3760,2134,1626,-1.1,56.8
DWD,TELECOM,PAS/PIDS,QUARTERLY,49,24,25,-0.1,49.0
DWD,TELECOM,PEST CONTROL,MONTHLY,4,2,2,5.5,50.0
DWD,TELECOM,RADIO,MONTHLY,26,16,10,0.5,61.5
DWD,TELECOM,SDH/MPLS,HALF YEARLY,2,2,0,-156.5,100.0
DWD,TELECOM,SDH/MPLS,QUARTERLY,3,2,1,-6.0,66.7
DWD,TELECOM,SDH/MPLS,YEARLY,1,1,0,-363.0,100.0
DWD,TELECOM,SMPS,QUARTERLY,2,0,2,32.0,0.0
DWD,TELECOM,SMPS,YEARLY,1,1,0,-360.0,100.0
DWD,TELECOM,TRAIN RADIO,HALF YEARLY,22,8,14,-38.4,36.4
DWD,TELECOM,TRAIN RADIO,QUARTERLY,76,56,20,-33.9,73.7
DWD,TELECOM,UPS,QUARTERLY,6,4,2,-8.7,66.7
DWTO,AFC,AFC SWITCH,QUARTERLY,19,6,13,2.2,31.6
DWTO,AFC,AFC SWITCH,YEARLY,1,0,1,61.0,0.0
DWTO,AFC,GATE,MONTHLY,150,68,82,31.1,45.3
DWTO,AFC,SC,HALF YEARLY,1,1,0,-63.0,100.0
DWTO,AFC,TOM,QUARTERLY,13,5,8,29.9,38.5
DWTO,AFC,TVM,BI-WEEKLY,2,2,0,3.0,100.0
DWTO,AFC,TVM,MONTHLY,23,13,10,10.5,56.5
DWTO,TELECOM,CCTV,HALF YEARLY,77,65,12,-94.6,84.4
DWTO,TELECOM,CCTV,QUARTERLY,151,99,52,29.4,65.6
DWTO,TELECOM,CLOCK,HALF YEARLY,2,2,0,-132.0,100.0
DWTO,TELECOM,CLOCK,QUARTERLY,23,13,10,0.6,56.5
DWTO,TELECOM,EPABX,MONTHLY,1,0,1,75.0,0.0
DWTO,TELECOM,EPABX,QUARTERLY,31,16,15,6.9,51.6
DWTO,TELECOM,PAS/PIDS,HALF YEARLY,268,268,0,-132.1,100.0
DWTO,TELECOM,PAS/PIDS,QUARTERLY,837,602,235,-16.0,71.9
DWTO,TELECOM,RADIO,MONTHLY,5,2,3,86.6,40.0
DWTO,TELECOM,SDH/MPLS,MONTHLY,2,1,1,30.0,50.0
DWTO,TELECOM,SDH/MPLS,QUARTERLY,2,0,2,30.5,0.0
DWTO,TELECOM,SMPS,MONTHLY,2,0,2,29.5,0.0
DWTO,TELECOM,UPS,MONTHLY,4,0,4,29.5,0.0
EANR,AFC,AFC ROUTER,QUARTERLY,1,0,1,76.0,0.0
EANR,AFC,AFC ROUTER,YEARLY,1,1,0,-347.0,100.0
EANR,AFC,AFC SWITCH,QUARTERLY,3,0,3,76.0,0.0
EANR,AFC,AFC SWITCH,YEARLY,3,3,0,-347.0,100.0
EANR,AFC,AVM,MONTHLY,4,0,4,53.0,0.0
EANR,AFC,EC,QUARTERLY,3,1,2,20.7,33.3
EANR,AFC,EFO,QUARTERLY,6,5,1,-40.5,83.3
EANR,AFC,EMERGENCY SWITCH,MONTHLY,1,0,1,136.0,0.0
EANR,AFC,GATE,MONTHLY,163,123,40,-6.0,75.5
EANR,AFC,RCTM,BI-WEEKLY,21,7,14,8.6,33.3
EANR,AFC,RCTM,MONTHLY,9,7,2,4.9,77.8
EANR,AFC,SC,HALF YEARLY,1,1,0,1.0,100.0
EANR,AFC,SWING BARRIER,MONTHLY,3,1,2,25.3,33.3
EANR,AFC,TOM,QUARTERLY,10,8,2,-30.6,80.0
EANR,AFC,TVM,BI-WEEKLY,57,15,42,11.0,26.3
EANR,AFC,TVM,MONTHLY,36,27,9,-3.8,75.0
EANR,TELECOM,CCTV,HALF YEARLY,53,17,36,-0.3,32.1
EANR,TELECOM,CCTV,QUARTERLY,535,473,62,-45.4,88.4
EANR,TELECOM,CLOCK,HALF YEARLY,4,2,2,-39.0,50.0
EANR,TELECOM,CLOCK,QUARTERLY,94,71,23,-35.6,75.5
EANR,TELECOM,EARTH PIT,QUARTERLY,8,4,4,5.0,50.0
EANR,TELECOM,EPABX,HALF YEARLY,7,7,0,-125.0,100.0
EANR,TELECOM,EPABX,MONTHLY,8,4,4,16.5,50.0
EANR,TELECOM,EPABX,QUARTERLY,32,31,1,-69.3,96.9
EANR,TELECOM,EPABX,YEARLY,2,2,0,-270.0,100.0
EANR,TELECOM,PAS/PIDS,HALF YEARLY,46,38,8,-108.8,82.6
EANR,TELECOM,PAS/PIDS,MONTHLY,38,2,36,62.4,5.3
EANR,TELECOM,PAS/PIDS,QUARTERLY,656,510,146,-42.7,77.7
EANR,TELECOM,PAS/PIDS,YEARLY,2,2,0,-365.0,100.0
EANR,TELECOM,RADIO,MONTHLY,5,3,2,4.2,60.0
EANR,TELECOM,SDH/MPLS,HALF YEARLY,1,1,0,-21.0,100.0
EANR,TELECOM,SDH/MPLS,QUARTERLY,3,2,1,-17.0,66.7
EANR,TELECOM,SMPS,HALF YEARLY,4,4,0,-75.5,100.0
EANR,TELECOM,SMPS,MONTHLY,41,29,12,-7.4,70.7
EANR,TELECOM,SMPS,YEARLY,2,2,0,-343.0,100.0
ECMJ,AFC,AFC ROUTER,QUARTERLY,5,4,1,-5.8,80.0
ECMJ,AFC,AFC SWITCH,QUARTERLY,15,12,3,-5.8,80.0
ECMJ,AFC,AVM,MONTHLY,60,32,28,2.1,53.3
ECMJ,AFC,EC,QUARTERLY,12,8,4,-16.3,66.7
ECMJ,AFC,EFO,QUARTERLY,10,8,2,-5.8,80.0
ECMJ,AFC,EMERGENCY SWITCH,MONTHLY,20,10,10,12.0,50.0
ECMJ,AFC,GATE,MONTHLY,187,99,88,0.8,52.9
ECMJ,AFC,RCTM,BI-WEEKLY,26,20,6,4.2,76.9
ECMJ,AFC,RCTM,MONTHLY,16,13,3,1.3,81.2
ECMJ,AFC,SC,HALF YEARLY,2,1,1,-2.0,50.0
ECMJ,AFC,SWING BARRIER,MONTHLY,8,5,3,2.8,62.5
ECMJ,AFC,TOM,QUARTERLY,30,24,6,-5.8,80.0
ECMJ,AFC,TVM,BI-WEEKLY,110,86,24,4.8,78.2
ECMJ,AFC,TVM,MONTHLY,60,52,8,0.5,86.7
ECMJ,TELECOM,CCTV,HALF YEARLY,2,2,0,-11.0,100.0
ECMJ,TELECOM,CCTV,QUARTERLY,319,130,189,7.3,40.8
ECMJ,TELECOM,CLOCK,HALF YEARLY,4,2,2,10.0,50.0
ECMJ,TELECOM,CLOCK,QUARTERLY,104,54,50,-3.1,51.9
ECMJ,TELECOM,EARTH PIT,QUARTERLY,10,4,6,8.4,40.0
ECMJ,TELECOM,EARTH PIT,YEARLY,2,0,2,12.0,0.0
ECMJ,TELECOM,EPABX,HALF YEARLY,2,1,1,-2.0,50.0
ECMJ,TELECOM,EPABX,MONTHLY,68,36,32,0.8,52.9
ECMJ,TELECOM,EPABX,QUARTERLY,24,20,4,-39.9,83.3
ECMJ,TELECOM,PAS/PIDS,HALF YEARLY,26,19,7,-9.4,73.1
ECMJ,TELECOM,PAS/PIDS,QUARTERLY,1155,506,649,0.1,43.8
ECMJ,TELECOM,RADIO,HALF YEARLY,2,2,0,-22.0,100.0
ECMJ,TELECOM,RADIO,MONTHLY,16,8,8,2.7,50.0
ECMJ,TELECOM,SDH/MPLS,HALF YEARLY,1,0,1,7.0,0.0
ECMJ,TELECOM,SDH/MPLS,QUARTERLY,3,3,0,-6.0,100.0
ECMJ,TELECOM,SMPS,HALF YEARLY,4,2,2,10.0,50.0
ECMJ,TELECOM,SMPS,MONTHLY,34,18,16,0.8,52.9
ECMJ,TELECOM,TER ROOM,MONTHLY,1,0,1,13.0,0.0
ESIH,AFC,AFC ROUTER,QUARTERLY,3,1,2,3.7,33.3
ESIH,AFC,AFC SWITCH,QUARTERLY,18,14,4,-28.9,77.8
ESIH,AFC,AVM,MONTHLY,24,12,12,10.7,50.0
ESIH,AFC,CSM,MONTHLY,1,1,0,-1.0,100.0
ESIH,AFC,EC,QUARTERLY,4,0,4,43.0,0.0
ESIH,AFC,EFO,QUARTERLY,12,8,4,-14.0,66.7
ESIH,AFC,EMERGENCY SWITCH,MONTHLY,10,4,6,33.0,40.0
ESIH,AFC,GATE,MONTHLY,121,85,36,1.2,70.2
ESIH,AFC,RCTM,BI-WEEKLY,31,24,7,1.7,77.4
ESIH,AFC,RCTM,MONTHLY,4,3,1,1.0,75.0
ESIH,AFC,SWING BARRIER,MONTHLY,7,2,5,32.3,28.6
ESIH,AFC,TOM,QUARTERLY,6,4,2,-14.0,66.7
ESIH,AFC,TVM,BI-WEEKLY,60,46,14,2.2,76.7
ESIH,AFC,TVM,MONTHLY,10,6,4,68.6,60.0
ESIH,IT,IT ROUTER,QUARTERLY,1,1,0,-61.0,100.0
ESIH,TELECOM,CCTV,MONTHLY,33,23,10,14.8,69.7
ESIH,TELECOM,CCTV,QUARTERLY,524,441,83,-44.9,84.2
ESIH,TELECOM,CLOCK,MONTHLY,23,8,15,17.6,34.8
ESIH,TELECOM,CLOCK,QUARTERLY,56,47,9,-34.2,83.9
ESIH,TELECOM,EARTH PIT,QUARTERLY,4,0,4,41.0,0.0
ESIH,TELECOM,EPABX,MONTHLY,54,14,40,32.0,25.9
ESIH,TELECOM,EPABX,QUARTERLY,20,15,5,-44.3,75.0
ESIH,TELECOM,PAS/PIDS,HALF YEARLY,11,9,2,-3.2,81.8
ESIH,TELECOM,PAS/PIDS,MONTHLY,760,313,447,21.5,41.2
ESIH,TELECOM,PAS/PIDS,QUARTERLY,70,57,13,-50.0,81.4
ESIH,TELECOM,RADIO,MONTHLY,16,9,7,12.8,56.2
ESIH,TELECOM,RADIO,QUARTERLY,1,0,1,87.0,0.0
ESIH,TELECOM,RADIO,YEARLY,2,2,0,-181.5,100.0
ESIH,TELECOM,SDH/MPLS,QUARTERLY,1,0,1,73.0,0.0
ESIH,TELECOM,SMPS,HALF YEARLY,6,4,2,-76.7,66.7
ESIH,TELECOM,SMPS,MONTHLY,35,25,10,-4.1,71.4
ESIH,TELECOM,TER ROOM,MONTHLY,1,0,1,7.0,0.0
ESIH,TELECOM,UPS,MONTHLY,8,1,7,78.4,12.5
ESIH,TELECOM,UPS,YEARLY,1,1,0,-348.0,100.0
GDPI,AFC,AFC SWITCH,QUARTERLY,11,6,5,25.5,54.5
GDPI,AFC,EFO,QUARTERLY,1,1,0,-55.0,100.0
GDPI,AFC,EMERGENCY SWITCH,MONTHLY,4,2,2,2.0,50.0
GDPI,AFC,GATE,MONTHLY,281,141,140,6.8,50.2
GDPI,AFC,TVM,BI-WEEKLY,66,33,33,5.7,50.0
GDPI,AFC,TVM,MONTHLY,36,12,24,6.1,33.3
GDPI,TELECOM,CCTV,HALF YEARLY,92,92,0,-131.0,100.0
GDPI,TELECOM,CCTV,QUARTERLY,107,74,33,-24.6,69.2
GDPI,TELECOM,CLOCK,QUARTERLY,17,11,6,-14.6,64.7
GDPI,TELECOM,EPABX,MONTHLY,12,8,4,26.0,66.7
GDPI,TELECOM,EPABX,QUARTERLY,1,0,1,253.0,0.0
GDPI,TELECOM,PAS/PIDS,QUARTERLY,468,337,131,-39.0,72.0
GDPI,TELECOM,SDH/MPLS,QUARTERLY,3,1,2,7.7,33.3
GDPI,TELECOM,SMPS,MONTHLY,14,1,13,41.0,7.1
GDPI,TELECOM,UPS,HALF YEARLY,2,2,0,-180.0,100.0
GDPI,TELECOM,UPS,MONTHLY,17,6,11,16.7,35.3
GE,AFC,AFC SWITCH,QUARTERLY,26,23,3,-24.5,88.5
GE,AFC,AVM,MONTHLY,90,55,35,-0.8,61.1
GE,AFC,EC,HALF YEARLY,4,0,4,177.0,0.0
GE,AFC,EC,QUARTERLY,25,22,3,-21.8,88.0
GE,AFC,EFO,QUARTERLY,13,11,2,-24.5,84.6
GE,AFC,EMERGENCY SWITCH,MONTHLY,16,10,6,-0.6,62.5
GE,AFC,GATE,MONTHLY,292,181,111,-0.3,62.0
GE,AFC,SWING BARRIER,MONTHLY,34,20,14,0.9,58.8
GE,AFC,TOM,QUARTERLY,3,3,0,-8.7,100.0
GE,AFC,TVM,MONTHLY,55,30,25,13.1,54.5
GE,TELECOM,CCTV,HALF YEARLY,24,0,24,106.0,0.0
GE,TELECOM,CCTV,QUARTERLY,343,274,69,10.6,79.9
GE,TELECOM,CLOCK,HALF YEARLY,2,0,2,135.0,0.0
GE,TELECOM,CLOCK,QUARTERLY,91,82,9,-16.9,90.1
GE,TELECOM,EARTH PIT,QUARTERLY,8,4,4,2.8,50.0
GE,TELECOM,EPABX,HALF YEARLY,1,0,1,163.0,0.0
GE,TELECOM,EPABX,MONTHLY,67,39,28,1.0,58.2
GE,TELECOM,EPABX,QUARTERLY,11,10,1,-51.0,90.9
GE,TELECOM,PAS/PIDS,HALF YEARLY,15,4,11,128.2,26.7
GE,TELECOM,PAS/PIDS,MONTHLY,4,1,3,225.5,25.0
GE,TELECOM,PAS/PIDS,QUARTERLY,266,60,206,57.0,22.6
GE,TELECOM,RADIO,HALF YEARLY,2,1,1,-22.5,50.0
GE,TELECOM,RADIO,MONTHLY,17,10,7,0.9,58.8
GE,TELECOM,SDH/MPLS,QUARTERLY,5,3,2,-27.2,60.0
GE,TELECOM,SMPS,HALF YEARLY,2,0,2,135.0,0.0
GE,TELECOM,SMPS,MONTHLY,29,17,12,5.3,58.6
GE,TELECOM,TELE SWITCH,HALF YEARLY,2,0,2,149.0,0.0
GE,TELECOM,TELE SWITCH,QUARTERLY,12,10,2,-18.5,83.3
GE,TELECOM,TER ROOM,MONTHLY,1,0,1,4.0,0.0
GEC,AFC,AFC ROUTER,QUARTERLY,1,1,0,-90.0,100.0
GEC,AFC,AVM,MONTHLY,4,0,4,63.0,0.0
GEC,AFC,EFO,QUARTERLY,1,0,1,156.0,0.0
GEC,AFC,EMERGENCY SWITCH,MONTHLY,2,2,0,-15.0,100.0
GEC,AFC,GATE,MONTHLY,77,48,29,8.7,62.3
GEC,AFC,TOM,QUARTERLY,2,1,1,33.0,50.0
GEC,AFC,TVM,BI-WEEKLY,41,17,24,27.7,41.5
GEC,AFC,TVM,MONTHLY,26,14,12,29.0,53.8
GEC,TELECOM,CCTV,QUARTERLY,64,50,14,-52.7,78.1
GEC,TELECOM,CLOCK,QUARTERLY,14,6,8,26.1,42.9
GEC,TELECOM,EPABX,MONTHLY,4,4,0,-9.0,100.0
GEC,TELECOM,EPABX,QUARTERLY,3,3,0,-90.0,100.0
GEC,TELECOM,PAS/PIDS,QUARTERLY,203,60,143,53.0,29.6
GEC,TELECOM,SDH/MPLS,QUARTERLY,1,0,1,102.0,0.0
GEC,TELECOM,SMPS,MONTHLY,10,4,6,19.2,40.0
GEC,TELECOM,TER ROOM,MONTHLY,3,3,0,-30.0,100.0
GEC,TELECOM,UPS,HALF YEARLY,5,4,1,-104.2,80.0
GEC,TELECOM,UPS,MONTHLY,13,9,4,5.2,69.2
GHEM,AFC,AVM,MONTHLY,8,0,8,29.5,0.0
GHEM,AFC,EC,QUARTERLY,4,4,0,1.0,100.0
GHEM,AFC,EFO,QUARTERLY,2,2,0,-36.0,100.0
GHEM,AFC,EMERGENCY SWITCH,MONTHLY,6,4,2,9.7,66.7
GHEM,AFC,GATE,MONTHLY,55,34,21,-2.0,61.8
GHEM,AFC,RCTM,MONTHLY,8,5,3,-0.2,62.5
GHEM,AFC,SWING BARRIER,MONTHLY,2,0,2,29.5,0.0
GHEM,AFC,TOM,QUARTERLY,2,2,0,-36.0,100.0
GHEM,AFC,TVM,MONTHLY,24,15,9,-0.2,62.5
GHEM,TELECOM,CCTV,QUARTERLY,123,80,43,-11.7,65.0
GHEM,TELECOM,CLOCK,HALF YEARLY,2,1,1,-65.0,50.0
GHEM,TELECOM,CLOCK,QUARTERLY,49,44,5,-53.6,89.8
GHEM,TELECOM,EARTH PIT,QUARTERLY,4,4,0,-5.5,100.0
GHEM,TELECOM,EPABX,MONTHLY,29,21,8,-0.5,72.4
GHEM,TELECOM,PAS/PIDS,MONTHLY,2,0,2,38.5,0.0
GHEM,TELECOM,PAS/PIDS,QUARTERLY,135,74,61,0.9,54.8
GHEM,TELECOM,PEST CONTROL,MONTHLY,6,4,2,10.7,66.7
GHEM,TELECOM,RADIO,MONTHLY,8,6,2,0.5,75.0
GHEM,TELECOM,SDH/MPLS,QUARTERLY,2,1,1,4.0,50.0
GHEM,TELECOM,SMPS,MONTHLY,14,10,4,1.3,71.4
GHEM,TELECOM,UPS,MONTHLY,5,1,4,46.8,20.0
GKEI,AFC,AVM,MONTHLY,48,20,28,9.0,41.7
GKEI,AFC,EFO,QUARTERLY,10,8,2,-36.6,80.0
GKEI,AFC,GATE,MONTHLY,176,107,69,11.1,60.8
GKEI,AFC,RCTM,BI-WEEKLY,36,14,22,9.1,38.9
GKEI,AFC,RCTM,MONTHLY,30,24,6,-2.3,80.0
GKEI,AFC,SC,HALF YEARLY,1,0,1,165.0,0.0
GKEI,AFC,SWING BARRIER,MONTHLY,2,0,2,245.0,0.0
GKEI,AFC,TOM,QUARTERLY,18,16,2,-41.7,88.9
GKEI,AFC,TVM,BI-WEEKLY,101,42,59,11.6,41.6
GKEI,AFC,TVM,MONTHLY,54,30,24,16.1,55.6
GKEI,TELECOM,CCTV,QUARTERLY,146,126,20,-38.7,86.3
GKEI,TELECOM,CLOCK,HALF YEARLY,1,0,1,52.0,0.0
GKEI,TELECOM,CLOCK,QUARTERLY,29,27,2,-39.4,93.1
GKEI,TELECOM,EPABX,HALF YEARLY,2,2,0,-85.5,100.0
GKEI,TELECOM,EPABX,MONTHLY,15,0,15,268.2,0.0
GKEI,TELECOM,EPABX,QUARTERLY,14,13,1,-45.4,92.9
GKEI,TELECOM,PAS/PIDS,HALF YEARLY,4,2,2,-64.0,50.0
GKEI,TELECOM,PAS/PIDS,MONTHLY,8,3,5,55.4,37.5
GKEI,TELECOM,PAS/PIDS,QUARTERLY,117,103,14,-22.3,88.0
GKEI,TELECOM,RADIO,HALF YEARLY,2,0,2,168.0,0.0
GKEI,TELECOM,RADIO,MONTHLY,9,4,5,12.0,44.4
GKEI,TELECOM,SDH/MPLS,QUARTERLY,3,2,1,-32.0,66.7
GKEI,TELECOM,SMPS,HALF YEARLY,4,2,2,-6.0,50.0
GKEI,TELECOM,SMPS,MONTHLY,22,14,8,8.7,63.6
GKEI,TELECOM,UPS,MONTHLY,11,4,7,27.0,36.4
GKPR,AFC,AFC ROUTER,YEARLY,1,1,0,-365.0,100.0
GKPR,AFC,AFC SWITCH,QUARTERLY,3,0,3,179.0,0.0
GKPR,AFC,AVM,MONTHLY,16,0,16,30.2,0.0
GKPR,AFC,EC,QUARTERLY,6,6,0,-7.0,100.0
GKPR,AFC,EFO,QUARTERLY,6,4,2,7.3,66.7
GKPR,AFC,EMERGENCY SWITCH,MONTHLY,4,0,4,70.5,0.0
GKPR,AFC,GATE,MONTHLY,146,66,80,5.5,45.2
GKPR,AFC,RCTM,BI-WEEKLY,13,5,8,17.8,38.5
GKPR,AFC,RCTM,MONTHLY,14,10,4,4.3,71.4
GKPR,AFC,SC,HALF YEARLY,1,0,1,24.0,0.0
GKPR,AFC,SWING BARRIER,MONTHLY,8,4,4,20.9,50.0
GKPR,AFC,TOM,QUARTERLY,12,8,4,-12.3,66.7
GKPR,AFC,TVM,BI-WEEKLY,56,20,36,19.4,35.7
GKPR,AFC,TVM,MONTHLY,62,44,18,1.0,71.0
GKPR,TELECOM,CCTV,QUARTERLY,309,308,1,-31.1,99.7
GKPR,TELECOM,CLOCK,HALF YEARLY,4,3,1,-58.0,75.0
GKPR,TELECOM,CLOCK,QUARTERLY,79,66,13,-22.2,83.5
GKPR,TELECOM,EARTH PIT,QUARTERLY,14,12,2,-33.1,85.7
GKPR,TELECOM,EPABX,HALF YEARLY,23,21,2,-25.8,91.3
GKPR,TELECOM,EPABX,MONTHLY,50,27,23,8.3,54.0
GKPR,TELECOM,EPABX,QUARTERLY,28,7,21,10.3,25.0
GKPR,TELECOM,PAS/PIDS,HALF YEARLY,4,0,4,154.0,0.0
GKPR,TELECOM,PAS/PIDS,MONTHLY,571,154,417,33.6,27.0
GKPR,TELECOM,PAS/PIDS,QUARTERLY,109,30,79,41.6,27.5
GKPR,TELECOM,RADIO,MONTHLY,13,7,6,6.8,53.8
GKPR,TELECOM,SDH/MPLS,HALF YEARLY,2,1,1,-59.5,50.0
GKPR,TELECOM,SDH/MPLS,QUARTERLY,5,3,2,3.2,60.0
GKPR,TELECOM,SMPS,HALF YEARLY,4,2,2,-14.0,50.0
GKPR,TELECOM,SMPS,MONTHLY,39,19,20,-3.4,48.7
GKPR,TELECOM,UPS,MONTHLY,4,0,4,133.8,0.0
GNPK,AFC,AFC SWITCH,QUARTERLY,4,2,2,-16.2,50.0
GNPK,AFC,AFC SWITCH,YEARLY,2,2,0,-365.0,100.0
GNPK,AFC,AVM,MONTHLY,18,0,18,59.3,0.0
GNPK,AFC,EFO,QUARTERLY,12,10,2,-27.9,83.3
GNPK,AFC,GATE,MONTHLY,229,136,93,5.1,59.4
GNPK,AFC,SWING BARRIER,MONTHLY,2,0,2,158.0,0.0
GNPK,AFC,TOM,QUARTERLY,24,17,7,0.2,70.8
GNPK,AFC,TVM,MONTHLY,27,14,13,2.6,51.9
GNPK,TELECOM,CCTV,QUARTERLY,4,0,4,22.0,0.0
GNPK,TELECOM,EPABX,MONTHLY,46,18,28,11.1,39.1
GNPK,TELECOM,PAS/PIDS,MONTHLY,17,8,9,13.3,47.1
GNPK,TELECOM,PAS/PIDS,QUARTERLY,177,1,176,109.0,0.6
GNPK,TELECOM,RADIO,MONTHLY,5,2,3,14.2,40.0
GNPK,TELECOM,SMPS,MONTHLY,20,8,12,11.3,40.0
GTBR,AFC,AFC SWITCH,QUARTERLY,4,4,0,-4.0,100.0
GTBR,AFC,AVM,MONTHLY,96,51,45,15.9,53.1
GTBR,AFC,EC,QUARTERLY,21,21,0,-18.0,100.0
GTBR,AFC,EFO,QUARTERLY,23,12,11,9.1,52.2
GTBR,AFC,EMERGENCY SWITCH,MONTHLY,18,12,6,-0.4,66.7
GTBR,AFC,GATE,MONTHLY,555,292,263,6.0,52.6
GTBR,AFC,SC,HALF YEARLY,1,1,0,1.0,100.0
GTBR,AFC,SWING BARRIER,MONTHLY,32,18,14,7.7,56.2
GTBR,AFC,TOM,QUARTERLY,32,17,15,9.4,53.1
GTBR,AFC,TVM,MONTHLY,64,52,12,0.0,81.2
GTBR,TELECOM,CCTV,HALF YEARLY,40,38,2,-25.2,95.0
GTBR,TELECOM,CCTV,QUARTERLY,591,483,108,-30.6,81.7
GTBR,TELECOM,CCTV,YEARLY,2,2,0,-365.0,100.0
GTBR,TELECOM,CLOCK,HALF YEARLY,6,4,2,-57.0,66.7
GTBR,TELECOM,CLOCK,QUARTERLY,122,74,48,-0.1,60.7
GTBR,TELECOM,EPABX,HALF YEARLY,1,0,1,78.0,0.0
